subset_id,features,n_features,cost,RMSE_mean,RMSE_std,MAE_mean,MAE_std,MedAE_mean,MedAE_std,R2_mean,R2_std,RMSLE_mean,RMSLE_std,RMSE_log_mean,RMSE_log_std,MAE_log_mean,MAE_log_std,R2_log_mean,R2_log_std,RMSE_log_ci,MAE_log_ci,R2_log_ci,RMSE_ci,MAE_ci,R2_ci,selector,selector_param,corr_method
8093,"GR,DRHO,RHOB,NPHI,PEF,MSFL,PHIT,DT,SWT,CPOR_SM",10,32,190.4648547406648,83.72657938418452,63.16066146884782,38.56242157868383,5.335084135586317,6.75156470158361,0.10192231287620952,0.1019469682503924,0.6792312884645135,0.043835536595492906,0.6792312884645135,0.043835536595492906,0.5453584805535377,0.045267838153371716,0.6638947296674468,0.08762296158971088,0.7197723981100952,0.5872242482052329,0.5828570061861673,267.8990257053411,98.82495311074157,0.0076370927359194485,corr_filter,spearman|abs>=0.1,spearman
7704,"RHOB,NPHI,PHIT,DT,SWT,CPOR_SM",6,27,185.99532924338138,83.68199108451061,62.61855881988176,38.350724778118256,5.687679683547928,7.474952588973735,0.14517221649377515,0.12965102715495408,0.6968213182300849,0.0396497618938065,0.6968213182300849,0.0396497618938065,0.5591103940512417,0.042299752290904005,0.6467120617248856,0.08841549553671345,0.7334912319393946,0.5982311401123908,0.5649413665923231,263.3882629086795,98.0870635758399,0.025265015264448548,corr_filter,spearman|top_m=6,spearman
