parameter_set,scenario,draw,frontier_size,jaccard_vs_baseline,split_holds,boundary_cost,wireline_max_cost,cpor_entry_cost,on_frontier_640,cost_640,on_frontier_4096,cost_4096,on_frontier_4550,cost_4550
primary,unconstrained,0,18,0.8333333333333334,True,9.771644310645407,9.391882068772476,9.771644310645407,True,7.391882068772476,True,9.771644310645407,True,21.366650142284048
primary,unconstrained,1,19,0.7894736842105263,True,8.761140911696778,8.552857751065662,8.761140911696778,True,6.5528577510656625,True,8.761140911696778,True,19.724563161964266
primary,unconstrained,2,20,0.75,True,12.278797742918355,10.563871570812939,12.278797742918355,True,8.563871570812939,True,12.278797742918355,True,24.251751600077068
primary,unconstrained,3,22,0.6818181818181818,True,13.540081844334928,13.51154076231463,13.540081844334928,True,7.511540762314629,True,13.540081844334928,True,23.633654639776694
primary,unconstrained,4,18,0.8333333333333334,True,8.45110436448411,8.425301440466752,8.45110436448411,True,6.425301440466752,True,8.45110436448411,True,18.406972045204725
primary,unconstrained,5,19,0.7,True,6.161049206234867,5.710946411522693,6.161049206234867,True,5.710946411522693,True,6.161049206234867,True,16.600221996402336
primary,unconstrained,6,16,0.7222222222222222,True,6.669549515320519,5.287605744724544,6.669549515320519,False,6.756831543214211,True,6.669549515320519,True,18.00091293906719
primary,unconstrained,7,20,0.75,True,11.176121214707088,9.557885441004894,11.176121214707088,True,7.557885441004894,True,11.176121214707088,True,21.963089245852593
primary,unconstrained,8,19,0.7894736842105263,True,9.028679984959984,8.656948761292083,9.028679984959984,True,6.6569487612920835,True,9.028679984959984,True,21.183215454857347
primary,unconstrained,9,20,0.6666666666666666,True,8.994129917997757,8.079152113886131,8.994129917997757,True,8.079152113886131,True,8.994129917997757,True,19.63877485909203
primary,unconstrained,10,20,0.6666666666666666,True,10.426556303843535,9.858566259664983,10.426556303843535,True,8.53178106620835,True,10.426556303843535,True,21.97028449637331
primary,unconstrained,11,19,0.7894736842105263,True,11.335812649383284,11.12799505902337,11.335812649383284,True,6.12799505902337,True,11.335812649383284,True,21.726566320761854
primary,unconstrained,12,17,0.6842105263157895,True,7.71642208306909,7.061392717179611,7.71642208306909,False,9.528444569038292,True,7.71642208306909,True,19.801661611217153
primary,unconstrained,13,19,0.7894736842105263,True,12.30208129174944,11.43875874501327,12.30208129174944,True,6.438758745013271,True,12.30208129174944,True,23.089441477484215
primary,unconstrained,14,16,0.7222222222222222,True,6.920673585442713,5.111367869148014,6.920673585442713,False,8.674778367875367,True,6.920673585442713,True,18.400982859182783
primary,unconstrained,15,16,0.7222222222222222,True,6.52581490358966,4.826612792612167,6.52581490358966,False,8.193476017352028,True,6.52581490358966,True,17.262630251434103
primary,unconstrained,16,21,0.7142857142857143,True,12.829776612694225,12.674486081677156,12.829776612694225,True,7.674486081677157,True,12.829776612694225,True,23.335992272416696
primary,unconstrained,17,18,0.7368421052631579,True,7.8449368344293084,7.714040053595134,7.8449368344293084,True,7.714040053595134,True,7.8449368344293084,True,18.56105836814038
primary,unconstrained,18,15,0.5789473684210527,True,8.52878543876409,6.360389750042751,8.52878543876409,True,4.360389750042751,True,8.52878543876409,True,18.372771503962394
primary,unconstrained,19,18,0.7368421052631579,True,6.183680827042291,5.795790906901754,6.183680827042291,True,5.795790906901754,True,6.183680827042291,True,16.505684929917408
primary,unconstrained,20,20,0.75,True,10.33625588281868,8.182590901375445,10.33625588281868,True,6.182590901375445,True,10.33625588281868,True,21.529598005639706
primary,unconstrained,21,20,0.75,True,13.357078680833283,11.559916262457108,13.357078680833283,True,9.559916262457108,True,13.357078680833283,True,25.396008360702854
primary,unconstrained,22,19,0.7,True,8.52250209835345,8.086937167784635,8.52250209835345,True,8.086937167784635,True,8.52250209835345,True,19.108596342798172
primary,unconstrained,23,22,0.6818181818181818,True,13.544634005431613,13.458905742089874,13.544634005431613,True,8.458905742089874,True,13.544634005431613,True,25.205842805281506
primary,unconstrained,24,18,0.7368421052631579,True,7.585449697617217,7.076807693149037,7.585449697617217,True,7.076807693149037,True,7.585449697617217,True,18.14686705939565
primary,unconstrained,25,20,0.75,True,12.832492057992875,12.195870990908542,12.832492057992875,True,6.195870990908543,True,12.832492057992875,True,23.94613362860383
primary,unconstrained,26,20,0.75,True,12.790524236911416,11.034093938491091,12.790524236911416,True,5.03409393849109,True,12.790524236911416,True,22.899285674033244
primary,unconstrained,27,18,0.8333333333333334,True,9.371182358538785,7.982612852301681,9.371182358538785,True,5.982612852301681,True,9.371182358538785,True,19.62353475738985
primary,unconstrained,28,20,0.6666666666666666,True,13.57708476944375,11.080729401326625,13.57708476944375,True,5.080729401326625,True,13.57708476944375,True,24.114195816155288
primary,unconstrained,29,19,0.7,True,9.831198466657012,8.13298995577903,9.831198466657012,True,8.13298995577903,True,9.831198466657012,True,20.716040745881664
primary,unconstrained,30,18,0.7368421052631579,True,7.336979350773563,6.848630097978454,7.336979350773563,True,6.848630097978454,True,7.336979350773563,True,17.604586861759994
primary,unconstrained,31,16,0.7222222222222222,True,6.698075812995401,5.194607829309785,6.698075812995401,False,8.23414123241302,True,6.698075812995401,True,18.08036426896838
primary,unconstrained,32,21,0.7142857142857143,True,13.021267939313237,10.570422729252872,13.021267939313237,True,8.570422729252872,True,13.021267939313237,True,24.00500763372214
primary,unconstrained,33,20,0.75,True,10.432755263506122,8.539284141799328,10.432755263506122,True,6.539284141799328,True,10.432755263506122,True,22.327079908700114
primary,unconstrained,34,18,0.7368421052631579,True,9.30622531490954,7.457841218624316,9.30622531490954,True,7.457841218624316,True,9.30622531490954,True,20.24602737094481
primary,unconstrained,35,18,0.8333333333333334,True,9.885701253991705,7.3931366447769555,9.885701253991705,True,5.3931366447769555,True,9.885701253991705,True,20.095320975930793
primary,unconstrained,36,18,0.7368421052631579,True,6.959642911466151,6.404092695316499,6.959642911466151,True,6.404092695316499,True,6.959642911466151,True,17.69416202812453
primary,unconstrained,37,18,0.7368421052631579,True,8.015558207068596,7.057831934270923,8.015558207068596,True,7.057831934270923,True,8.015558207068596,True,19.459896633444096
primary,unconstrained,38,18,0.8333333333333334,True,10.203523098513681,7.407144480006327,10.203523098513681,True,5.407144480006326,True,10.203523098513681,True,20.812020085225793
primary,unconstrained,39,20,0.6666666666666666,True,9.521732130906974,9.413654408464168,9.521732130906974,True,8.822178001574537,True,9.521732130906974,True,21.659662813851142
primary,unconstrained,40,15,0.5,True,7.282856655220459,7.121959838028245,7.282856655220459,False,7.51476530807833,True,7.282856655220459,True,17.338984805495546
primary,unconstrained,41,19,0.7,True,9.013554338262702,7.528464332124473,9.013554338262702,True,7.528464332124473,True,9.013554338262702,True,20.347610473110908
primary,unconstrained,42,15,0.7647058823529411,True,7.058986467019787,6.606419097980821,7.058986467019787,False,7.782212146986076,True,7.058986467019787,True,18.289974386667264
primary,unconstrained,43,16,0.7222222222222222,True,6.045782323163439,4.7409270747045,6.045782323163439,False,6.19197251074883,True,6.045782323163439,True,16.10473408149387
primary,unconstrained,44,18,0.8333333333333334,True,9.746551112660251,6.938832840539932,9.746551112660251,True,4.938832840539932,True,9.746551112660251,True,19.80400224118243
primary,unconstrained,45,20,0.6666666666666666,True,9.803418904927348,9.324772542734044,9.803418904927348,True,7.873842740635103,True,9.803418904927348,True,21.460234575022106
primary,unconstrained,46,18,0.7368421052631579,True,8.85743074028911,7.501634759798109,8.85743074028911,True,7.501634759798109,True,8.85743074028911,True,19.24833147833715
primary,unconstrained,47,22,0.6818181818181818,True,13.155168838999574,13.126743025712054,13.155168838999574,True,8.126743025712052,True,13.155168838999574,True,25.040000053196707
primary,unconstrained,48,16,0.631578947368421,True,8.63542843573306,8.315311595542875,8.63542843573306,True,6.315311595542875,True,8.63542843573306,True,18.61541592910261
primary,unconstrained,49,15,0.5789473684210527,True,8.412509873416965,7.198815289081798,8.412509873416965,True,5.198815289081798,True,8.412509873416965,True,18.692170905689977
primary,unconstrained,50,19,0.7894736842105263,True,8.384320864577084,7.511650568475277,8.384320864577084,True,5.511650568475277,True,8.384320864577084,True,19.020351691345258
primary,unconstrained,51,17,0.6842105263157895,True,7.565088889866836,7.084813413825631,7.565088889866836,False,9.096786783658256,True,7.565088889866836,True,19.450699142333516
primary,unconstrained,52,17,0.6842105263157895,True,6.127222654598024,5.336402403416004,6.127222654598024,False,7.263682017670175,True,6.127222654598024,True,16.611388170903798
primary,unconstrained,53,19,0.7,True,9.455301525904545,8.529774205216825,9.455301525904545,True,8.529774205216825,True,9.455301525904545,True,20.756873822340932
primary,unconstrained,54,15,0.5789473684210527,True,6.808165574412772,5.593580856526948,6.808165574412772,True,5.593580856526948,True,6.808165574412772,True,16.86031445721182
primary,unconstrained,55,17,0.7777777777777778,True,8.93145888064958,8.604001153199231,8.93145888064958,True,7.212505476281661,True,8.93145888064958,True,20.227091489487773
primary,unconstrained,56,19,0.7,True,7.505978440692614,5.552996819968943,7.505978440692614,True,5.552996819968943,True,7.505978440692614,True,18.565912525136124
primary,unconstrained,57,17,0.7777777777777778,True,8.621700622070144,8.358456266589439,8.621700622070144,True,7.189516127639751,True,8.621700622070144,True,20.248904659334418
primary,unconstrained,58,17,0.6842105263157895,True,6.817370984852644,6.7949821082582735,6.817370984852644,False,7.322351583235157,True,6.817370984852644,True,17.07213091602428
primary,unconstrained,59,17,0.6,True,11.782683674485153,9.320448244943695,11.782683674485153,True,7.3204482449436945,True,11.782683674485153,True,21.659338859461492
primary,unconstrained,60,17,0.7777777777777778,True,6.449719033709375,5.369225925080391,6.449719033709375,True,5.369225925080391,True,6.449719033709375,True,16.829516966717442
primary,unconstrained,61,20,0.75,True,10.383096508687014,7.892172468417133,10.383096508687014,True,5.892172468417133,True,10.383096508687014,True,21.025777381780067
primary,unconstrained,62,21,0.7142857142857143,True,11.468499817060096,10.80644170827986,11.468499817060096,True,4.806441708279859,True,11.468499817060096,True,21.74605874427079
primary,unconstrained,63,20,0.75,True,13.778378451282835,12.864362835339232,13.778378451282835,True,6.864362835339232,True,13.778378451282835,True,25.251230910289692
primary,unconstrained,64,16,0.7222222222222222,True,6.078372357145768,5.494593961437326,6.078372357145768,False,6.336945285021866,True,6.078372357145768,True,17.791683684944854
primary,unconstrained,65,16,0.7222222222222222,True,6.057739141426376,4.619635506431178,6.057739141426376,False,6.09480940310537,True,6.057739141426376,True,16.489096292613965
primary,unconstrained,66,18,0.7368421052631579,True,9.461173516605644,9.166824419137422,9.461173516605644,True,9.166824419137422,True,9.461173516605644,True,21.217114506216323
primary,unconstrained,67,17,0.7777777777777778,True,7.646955920972019,7.523807139063171,7.646955920972019,True,6.348043046139711,True,7.646955920972019,True,19.148843536188163
primary,unconstrained,68,16,0.55,True,9.638522542037855,7.012470252103315,9.638522542037855,True,5.012470252103315,True,9.638522542037855,True,19.616225557423355
primary,unconstrained,69,22,0.6818181818181818,True,13.330023314353173,13.034577050003824,13.330023314353173,True,8.034577050003824,True,13.330023314353173,True,24.82545477261195
primary,unconstrained,70,20,0.75,True,12.794863721970017,10.419598328823184,12.794863721970017,True,8.419598328823184,True,12.794863721970017,True,23.75952740118059
primary,unconstrained,71,19,0.7894736842105263,True,10.641629672828262,7.8193359741762265,10.641629672828262,True,5.8193359741762265,True,10.641629672828262,True,20.83853705966336
primary,unconstrained,72,19,0.6190476190476191,True,7.85962061228731,7.190098444082136,7.85962061228731,False,8.529676628149257,True,7.85962061228731,True,18.94371544509493
primary,unconstrained,73,19,0.7894736842105263,True,10.721028532691994,8.663081836083109,10.721028532691994,True,6.66308183608311,True,10.721028532691994,True,21.416451712759518
primary,unconstrained,74,20,0.75,True,11.210998545049641,8.442513413386376,11.210998545049641,True,6.442513413386376,True,11.210998545049641,True,23.187622630926626
primary,unconstrained,75,14,0.6111111111111112,True,8.63353491405144,6.710257370248529,8.63353491405144,True,6.710257370248529,True,8.63353491405144,True,18.50892905006896
primary,unconstrained,76,20,0.6666666666666666,True,13.439228087032085,10.674014961778749,13.439228087032085,True,4.67401496177875,True,13.439228087032085,True,23.601327221884567
primary,unconstrained,77,17,0.7777777777777778,True,8.798844275495181,8.17179904040415,8.798844275495181,True,6.87855020266832,True,8.798844275495181,True,20.278712890356548
primary,unconstrained,78,17,0.6,True,10.520403690063937,10.277590662276456,10.520403690063937,True,5.277590662276456,True,10.520403690063937,True,20.543784836525447
primary,unconstrained,79,21,0.7142857142857143,True,12.362728183956918,10.761759746723758,12.362728183956918,True,8.761759746723758,True,12.362728183956918,True,24.160374896290385
primary,unconstrained,80,20,0.75,True,13.228514378251564,12.551198301792859,13.228514378251564,True,6.551198301792859,True,13.228514378251564,True,23.63781862831678
primary,unconstrained,81,20,0.6666666666666666,True,12.851614092788388,10.98913331219515,12.851614092788388,True,4.98913331219515,True,12.851614092788388,True,23.272858259967585
primary,unconstrained,82,17,0.7777777777777778,True,7.568716899960419,7.402964945676178,7.568716899960419,True,7.402964945676178,True,7.568716899960419,True,18.443938623161362
primary,unconstrained,83,19,0.7,True,8.030172963258481,7.978597794575738,8.030172963258481,True,6.248457692836226,True,8.030172963258481,True,19.667082864371963
primary,unconstrained,84,21,0.7142857142857143,True,12.597709171100547,10.562882986568493,12.597709171100547,True,8.562882986568493,True,12.597709171100547,True,24.080015282149915
primary,unconstrained,85,18,0.8333333333333334,True,9.647062004020473,7.546113319765931,9.647062004020473,True,5.546113319765931,True,9.647062004020473,True,20.037618342510477
primary,unconstrained,86,18,0.7368421052631579,True,8.819640374255526,6.945617793677476,8.819640374255526,True,6.945617793677476,True,8.819640374255526,True,19.254214596550096
primary,unconstrained,87,17,0.6,True,10.386283367229899,7.492240142741493,10.386283367229899,True,5.492240142741493,True,10.386283367229899,True,20.636778358640495
primary,unconstrained,88,20,0.75,True,12.143782317653322,11.44622198311004,12.143782317653322,True,6.446221983110039,True,12.143782317653322,True,24.14698824440024
primary,unconstrained,89,19,0.7,True,8.115814907000827,6.85389268661619,8.115814907000827,True,6.85389268661619,True,8.115814907000827,True,19.93055968592629
primary,unconstrained,90,20,0.75,True,11.535893316957058,10.551949871655657,11.535893316957058,True,5.551949871655657,True,11.535893316957058,True,22.14348420593936
primary,unconstrained,91,18,0.8333333333333334,True,11.35763158258623,8.48667226768669,11.35763158258623,True,6.486672267686689,True,11.35763158258623,True,22.907848577611503
primary,unconstrained,92,20,0.75,True,11.612438044042506,10.060641115362124,11.612438044042506,True,8.060641115362124,True,11.612438044042506,True,23.62422543851155
primary,unconstrained,93,19,0.7894736842105263,True,11.832767504086007,9.24917779474832,11.832767504086007,True,7.249177794748321,True,11.832767504086007,True,23.01148879870945
primary,unconstrained,94,19,0.7,True,9.430970577838554,7.657756338472009,9.430970577838554,True,7.657756338472009,True,9.430970577838554,True,19.592029104453687
primary,unconstrained,95,21,0.7142857142857143,True,13.487197869395384,13.062979707792866,13.487197869395384,True,7.062979707792866,True,13.487197869395384,True,23.67872225923543
primary,unconstrained,96,19,0.7894736842105263,True,9.876158595225842,8.533075132919341,9.876158595225842,True,6.5330751329193415,True,9.876158595225842,True,20.5743975342319
primary,unconstrained,97,19,0.7894736842105263,True,11.093365940041057,9.779235788369455,11.093365940041057,True,7.779235788369455,True,11.093365940041057,True,22.330630085413297
primary,unconstrained,98,19,0.7894736842105263,True,12.436886830214435,12.32061544034637,12.436886830214435,True,7.320615440346369,True,12.436886830214435,True,23.838674029957467
primary,unconstrained,99,17,0.7777777777777778,True,8.751490641731804,7.500204782135705,8.751490641731804,True,6.866760645460735,True,8.751490641731804,True,20.74898185638302
primary,unconstrained,100,20,0.75,True,11.314487205600688,9.797923483489512,11.314487205600688,True,7.797923483489512,True,11.314487205600688,True,22.12118783072456
primary,unconstrained,101,20,0.75,True,13.27124801419272,11.415865551183494,13.27124801419272,True,5.415865551183494,True,13.27124801419272,True,23.086513542323758
primary,unconstrained,102,20,0.6666666666666666,True,10.532546036165524,10.469203523209409,10.532546036165524,True,8.683336122926274,True,10.532546036165524,True,21.793497166706295
primary,unconstrained,103,15,0.5789473684210527,True,6.123557341834802,5.976820942326406,6.123557341834802,True,5.976820942326406,True,6.123557341834802,True,16.038716218328222
primary,unconstrained,104,18,0.7368421052631579,True,7.423811667039567,6.623266804549764,7.423811667039567,True,6.623266804549764,True,7.423811667039567,True,17.77296792360363
primary,unconstrained,105,20,0.75,True,11.562593939105012,10.132905457797019,11.562593939105012,True,8.132905457797019,True,11.562593939105012,True,22.105841876967375
primary,unconstrained,106,23,0.6521739130434783,True,12.590988739343647,10.60524939126147,12.590988739343647,True,8.60524939126147,True,12.590988739343647,True,24.517910241337336
primary,unconstrained,107,17,0.7777777777777778,True,8.518123910547054,6.797029257594733,8.518123910547054,True,6.797029257594733,True,8.518123910547054,True,19.37306316773937
primary,unconstrained,108,19,0.6190476190476191,True,7.589326542046297,7.217800382124754,7.589326542046297,False,8.711042359269676,True,7.589326542046297,True,18.75746890331707
primary,unconstrained,109,21,0.7142857142857143,True,12.683882068205737,12.148603105068197,12.683882068205737,True,7.148603105068197,True,12.683882068205737,True,23.419474565987784
primary,unconstrained,110,18,0.7368421052631579,True,8.85312514541798,7.165822614567734,8.85312514541798,True,7.165822614567734,True,8.85312514541798,True,18.895317968521127
primary,unconstrained,111,17,0.7777777777777778,True,7.95289692386429,7.645360638530331,7.95289692386429,True,6.171940052489118,True,7.95289692386429,True,19.151224844605917
primary,unconstrained,112,19,0.7894736842105263,True,10.130810018814525,7.785269620876635,10.130810018814525,True,5.785269620876635,True,10.130810018814525,True,21.118842758149594
primary,unconstrained,113,20,0.75,True,12.022488023431976,11.952225140553253,12.022488023431976,True,5.952225140553253,True,12.022488023431976,True,23.169190375315885
primary,unconstrained,114,20,0.75,True,13.013965092623653,11.426417416628404,13.013965092623653,True,9.426417416628404,True,13.013965092623653,True,25.205796294541607
primary,unconstrained,115,16,0.631578947368421,True,8.201965486447396,7.823505007222981,8.201965486447396,True,5.823505007222981,True,8.201965486447396,True,18.506456891904985
primary,unconstrained,116,19,0.7,True,9.246695471199791,7.748004703860429,9.246695471199791,True,7.748004703860429,True,9.246695471199791,True,20.749831325823635
primary,unconstrained,117,15,0.7647058823529411,True,6.826607235135348,6.647647672351516,6.826607235135348,False,7.831700935994945,True,6.826607235135348,True,18.259657331780282
primary,unconstrained,118,19,0.7,True,8.05948913211698,7.82152319351413,8.05948913211698,True,7.82152319351413,True,8.05948913211698,True,18.91471619039971
primary,unconstrained,119,21,0.7142857142857143,True,11.203431975465534,10.846135581389554,11.203431975465534,True,5.846135581389555,True,11.203431975465534,True,22.044014279728657
primary,unconstrained,120,19,0.7894736842105263,True,10.090895764670762,9.617345499948236,10.090895764670762,True,7.617345499948236,True,10.090895764670762,True,21.60568964120533
primary,unconstrained,121,20,0.75,True,13.05451958218207,10.078452654513226,13.05451958218207,True,8.078452654513226,True,13.05451958218207,True,24.181655877863168
primary,unconstrained,122,21,0.7142857142857143,True,13.880319411607395,10.978878100797616,13.880319411607395,True,4.9788781007976155,True,13.880319411607395,True,24.235916038292196
primary,unconstrained,123,23,0.6521739130434783,True,13.80670601166495,13.478339537353751,13.80670601166495,True,8.478339537353751,True,13.80670601166495,True,25.625089064068284
primary,unconstrained,124,21,0.7142857142857143,True,13.075024809599405,12.411859274386277,13.075024809599405,True,6.411859274386278,True,13.075024809599405,True,23.859988083585947
primary,unconstrained,125,19,0.7894736842105263,True,11.65199955061421,9.75687621649986,11.65199955061421,True,7.75687621649986,True,11.65199955061421,True,23.14080264713325
primary,unconstrained,126,19,0.7,True,9.161074413444005,8.559613058389477,9.161074413444005,True,8.559613058389477,True,9.161074413444005,True,20.296676609795135
primary,unconstrained,127,15,0.5789473684210527,True,8.011600612561177,6.127523570408045,8.011600612561177,True,6.127523570408045,True,8.011600612561177,True,17.939135049208822
primary,unconstrained,128,19,0.7894736842105263,True,10.542921117882589,10.014806804347455,10.542921117882589,True,8.014806804347455,True,10.542921117882589,True,21.505329775824464
primary,unconstrained,129,19,0.7,True,7.372206001858763,6.409950266025708,7.372206001858763,True,6.409950266025708,True,7.372206001858763,True,18.49561822124437
primary,unconstrained,130,22,0.6818181818181818,True,10.832867197411131,10.59445933507262,10.832867197411131,True,8.59445933507262,True,10.832867197411131,True,21.895861525087945
primary,unconstrained,131,18,0.8333333333333334,True,9.952539705393752,8.526037009504108,9.952539705393752,True,6.526037009504109,True,9.952539705393752,True,20.948343556189677
primary,unconstrained,132,18,0.7368421052631579,True,8.356909951612094,7.247839705421369,8.356909951612094,True,7.247839705421369,True,8.356909951612094,True,18.567274340905733
primary,unconstrained,133,18,0.7368421052631579,True,7.363738068730047,6.180547748470149,7.363738068730047,True,6.180547748470149,True,7.363738068730047,True,18.73210549770159
primary,unconstrained,134,18,0.8333333333333334,True,9.35334357855721,7.895523385163506,9.35334357855721,True,5.895523385163506,True,9.35334357855721,True,19.55820062384621
primary,unconstrained,135,20,0.75,True,10.546615221504975,8.47598815896963,10.546615221504975,True,6.4759881589696295,True,10.546615221504975,True,22.133467280388047
primary,unconstrained,136,20,0.75,True,13.643071478234836,11.675954064667721,13.643071478234836,True,5.675954064667721,True,13.643071478234836,True,24.155793831946617
primary,unconstrained,137,15,0.7647058823529411,True,6.8349668017902685,6.641679316913207,6.8349668017902685,False,7.8715489525327484,True,6.8349668017902685,True,17.59447700339657
primary,unconstrained,138,18,0.8333333333333334,True,11.083674613632898,9.175631254370018,11.083674613632898,True,7.175631254370018,True,11.083674613632898,True,22.734949184657346
primary,unconstrained,139,19,0.7894736842105263,True,9.718852799372439,9.555595167765864,9.718852799372439,True,7.555595167765864,True,9.718852799372439,True,20.7462593071512
primary,unconstrained,140,18,0.8333333333333334,True,10.708502989284355,9.387627344530383,10.708502989284355,True,7.387627344530382,True,10.708502989284355,True,22.28911488107231
primary,unconstrained,141,19,0.7,True,8.033200037031065,7.408545075161284,8.033200037031065,True,7.408545075161284,True,8.033200037031065,True,18.577274589374117
primary,unconstrained,142,19,0.7,True,10.344371679552651,10.268332009888507,10.344371679552651,True,8.95778368845349,True,10.344371679552651,True,21.93936360885713
primary,unconstrained,143,18,0.7368421052631579,True,7.819444069577365,6.134799106705243,7.819444069577365,True,6.134799106705243,True,7.819444069577365,True,19.268192171315384
primary,unconstrained,144,17,0.7777777777777778,True,6.1898907431205075,4.6969344265124295,6.1898907431205075,True,4.6969344265124295,True,6.1898907431205075,True,16.20132086135082
primary,unconstrained,145,19,0.7,True,10.044157194146308,8.101925338093636,10.044157194146308,True,8.101925338093636,True,10.044157194146308,True,20.651064538252875
primary,unconstrained,146,13,0.5555555555555556,True,6.345943578993452,4.981716817152676,6.345943578993452,False,7.06756189465811,True,6.345943578993452,True,16.156658109519306
primary,unconstrained,147,14,0.8125,True,6.469438670589032,4.719142775975702,6.469438670589032,False,7.864939890499295,True,6.469438670589032,True,18.408754573786993
primary,unconstrained,148,19,0.7,True,8.536123195309102,7.62013976069989,8.536123195309102,True,7.62013976069989,True,8.536123195309102,True,19.400613275899676
primary,unconstrained,149,18,0.5714285714285714,True,11.69068793071659,11.684559741906732,11.69068793071659,True,5.684559741906731,True,11.69068793071659,True,21.61518216324131
primary,unconstrained,150,17,0.5238095238095238,True,11.657842989757556,10.575758242124095,11.657842989757556,True,4.5757582421240945,True,11.657842989757556,True,21.464282429900372
primary,unconstrained,151,21,0.7142857142857143,True,13.847571478047037,12.987668690777957,13.847571478047037,True,6.987668690777957,True,13.847571478047037,True,24.057740343535684
primary,unconstrained,152,16,0.7222222222222222,True,7.124249799826026,5.399418949848321,7.124249799826026,False,7.881106676981662,True,7.124249799826026,True,18.800909582091606
primary,unconstrained,153,14,0.8125,True,6.001625557715609,4.865647269578356,6.001625557715609,False,8.304095437247039,True,6.001625557715609,True,17.09876377830515
primary,unconstrained,154,21,0.7142857142857143,True,11.95420391910902,9.51404263601042,11.95420391910902,True,7.514042636010421,True,11.95420391910902,True,23.35442282527353
primary,unconstrained,155,19,0.7,True,8.775492749854665,8.055244303533808,8.775492749854665,True,8.055244303533808,True,8.775492749854665,True,20.69691236256918
primary,unconstrained,156,18,0.8333333333333334,True,9.140983082412436,7.759576152586503,9.140983082412436,True,5.759576152586503,True,9.140983082412436,True,19.141174840996037
primary,unconstrained,157,21,0.7142857142857143,True,13.21471383380839,12.446290543769425,13.21471383380839,True,6.446290543769426,True,13.21471383380839,True,25.040997904108206
primary,unconstrained,158,16,0.631578947368421,True,8.704519411646922,7.947503456978095,8.704519411646922,True,5.947503456978095,True,8.704519411646922,True,18.69306343610984
primary,unconstrained,159,17,0.6842105263157895,True,6.3829968589147565,5.194985999113944,6.3829968589147565,False,7.582588204753122,True,6.3829968589147565,True,17.155798254307925
primary,unconstrained,160,19,0.7894736842105263,True,9.077569111276564,8.010164426161412,9.077569111276564,True,6.010164426161411,True,9.077569111276564,True,19.507363002425304
primary,unconstrained,161,21,0.7142857142857143,True,10.43026297688912,9.484450349745167,10.43026297688912,True,7.484450349745167,True,10.43026297688912,True,21.604673761152934
primary,unconstrained,162,18,0.7368421052631579,True,7.968965680329898,6.769132265989603,7.968965680329898,True,6.769132265989603,True,7.968965680329898,True,18.640375747719162
primary,unconstrained,163,16,0.631578947368421,True,11.464078787773113,8.479937012027435,11.464078787773113,True,6.479937012027434,True,11.464078787773113,True,21.634967850202905
primary,unconstrained,164,17,0.6842105263157895,True,6.112363084256595,5.101420708919712,6.112363084256595,False,6.591297973768951,True,6.112363084256595,True,16.444527763289834
primary,unconstrained,165,18,0.7368421052631579,True,8.7813536918772,6.9396480331418715,8.7813536918772,True,4.9396480331418715,True,8.7813536918772,True,19.284973571235767
primary,unconstrained,166,18,0.65,True,7.9256340524691975,7.4453332555587295,7.9256340524691975,False,8.18149890312002,True,7.9256340524691975,True,19.92336547702378
primary,unconstrained,167,18,0.8333333333333334,True,10.792699632795253,9.036409309820627,10.792699632795253,True,7.036409309820627,True,10.792699632795253,True,22.717564417844997
primary,unconstrained,168,14,0.8125,True,6.453861557472048,4.823903949815544,6.453861557472048,False,7.840011219122379,True,6.453861557472048,True,17.913661881403254
primary,unconstrained,169,18,0.7368421052631579,True,8.924506310093982,7.85300832660431,8.924506310093982,True,7.85300832660431,True,8.924506310093982,True,20.13918331414334
primary,unconstrained,170,19,0.7,True,8.178691765041691,7.898787998683532,8.178691765041691,True,6.765212998146444,True,8.178691765041691,True,20.178608832943826
primary,unconstrained,171,19,0.7,True,9.456527272226902,8.872251020149626,9.456527272226902,True,8.872251020149626,True,9.456527272226902,True,21.372329368353014
primary,unconstrained,172,18,0.7368421052631579,True,8.465157616898708,7.125638637463027,8.465157616898708,True,7.125638637463027,True,8.465157616898708,True,18.741296427440894
primary,unconstrained,173,18,0.7368421052631579,True,6.835737401586189,5.463135495912121,6.835737401586189,True,5.463135495912121,True,6.835737401586189,True,17.33623785458728
primary,unconstrained,174,19,0.7894736842105263,True,11.82669973524684,10.417789741617092,11.82669973524684,True,8.417789741617092,True,11.82669973524684,True,22.841473230222903
primary,unconstrained,175,17,0.7777777777777778,True,8.5877598875032,6.606030562359916,8.5877598875032,True,6.606030562359916,True,8.5877598875032,True,18.852955509320743
primary,unconstrained,176,16,0.8235294117647058,True,8.370459466053003,7.844059153472947,8.370459466053003,True,7.844059153472947,True,8.370459466053003,True,20.279185114543665
primary,unconstrained,177,18,0.8333333333333334,True,8.983174367942246,8.53065430362301,8.983174367942246,True,6.53065430362301,True,8.983174367942246,True,18.820292899074275
primary,unconstrained,178,19,0.7,True,9.541736972376874,8.352068162633834,9.541736972376874,True,8.352068162633834,True,9.541736972376874,True,20.44636136433674
primary,unconstrained,179,22,0.6818181818181818,True,13.739111928231754,12.953202255651565,13.739111928231754,True,6.953202255651565,True,13.739111928231754,True,25.095959129650645
primary,unconstrained,180,20,0.75,True,12.527742795578058,9.898454500257582,12.527742795578058,True,7.898454500257582,True,12.527742795578058,True,23.684246875480774
